File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF394DLH	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BGU	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	EBF1	DNA	NA	NA	NA	NA	NA	2011-07-18	ENCODE	NA	see document	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF113PGY/, /files/ENCFF001TDO/, /files/ENCFF920WQE/, /files/ENCFF541IHJ/	687507	ENCODE Processing Pipeline	665d97b52ab2270bef1179c705616a9b	NA	https://www.encodeproject.org/files/ENCFF394DLH/@@download/ENCFF394DLH.bed.gz	NA	NA	NA	released	s3://encode-public/2017/12/08/ce6592e9-69fa-4c5c-aeb3-974554ca09da/ENCFF394DLH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/08/ce6592e9-69fa-4c5c-aeb3-974554ca09da/ENCFF394DLH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	low read length, low read depth	NA	NA
ENCFF833FTF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000AKB	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	CTCF	DNA	NA	NA	NA	NA	NA	2011-02-10	ENCODE	NA	see document	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF706QLS/, /files/ENCFF551KNM/, /files/ENCFF934NEI/	655789	ENCODE Processing Pipeline	265cfe705263baae508111a4114aab61	NA	https://www.encodeproject.org/files/ENCFF833FTF/@@download/ENCFF833FTF.bed.gz	NA	NA	NA	released	s3://encode-public/2017/01/11/e7b50f09-f91b-425c-9db6-f19a3f9cee74/ENCFF833FTF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/01/11/e7b50f09-f91b-425c-9db6-f19a3f9cee74/ENCFF833FTF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mixed read lengths, mild to moderate bottlenecking, low read length, control low read depth, low read depth	control insufficient read depth, insufficient read depth	NA
ENCFF414JLN	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000DNN	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NFYA	DNA	NA	NA	NA	NA	NA	2011-10-29	ENCODE	NA	see document	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF063ESL/, /files/ENCFF423EOR/, /files/ENCFF001TDO/, /files/ENCFF333CPM/	21975	ENCODE Processing Pipeline	151656e4361aa7092b6b3591b2f30ddb	NA	https://www.encodeproject.org/files/ENCFF414JLN/@@download/ENCFF414JLN.bed.gz	NA	NA	NA	released	s3://encode-public/2017/07/04/1e71deaf-d253-4296-b49c-e865cbc20539/ENCFF414JLN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/07/04/1e71deaf-d253-4296-b49c-e865cbc20539/ENCFF414JLN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, improper control_type of control experiment, low read length, borderline replicate concordance, low read depth	NA	NA
ENCFF014RBU	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000DZV	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	STAT3	DNA	NA	NA	NA	NA	NA	2011-10-29	ENCODE	NA	see document	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF234PNC/, /files/ENCFF318RHH/, /files/ENCFF211SUY/	135992	ENCODE Processing Pipeline	22bf3b30438a5ab0a401f82cf845218f	NA	https://www.encodeproject.org/files/ENCFF014RBU/@@download/ENCFF014RBU.bed.gz	NA	NA	NA	released	s3://encode-public/2017/07/21/3b643927-e46e-4d96-8cb7-e52984eadcf4/ENCFF014RBU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/07/21/3b643927-e46e-4d96-8cb7-e52984eadcf4/ENCFF014RBU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	low read length, improper control_type of control experiment, low read depth	NA	NA
ENCFF305ICK	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR501DKS	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCF7	DNA	NA	NA	NA	NA	NA	2014-07-07	ENCODE	NA	see document	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF925ZGX/, /files/ENCFF508MRO/, /files/ENCFF988AWI/	177224	ENCODE Processing Pipeline	a4d821726cb81b6e654150bb39ba9b05	NA	https://www.encodeproject.org/files/ENCFF305ICK/@@download/ENCFF305ICK.bed.gz	NA	NA	NA	released	s3://encode-public/2016/11/16/ceb24d5b-93a7-460d-a32e-0189bca731d0/ENCFF305ICK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/16/ceb24d5b-93a7-460d-a32e-0189bca731d0/ENCFF305ICK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	borderline replicate concordance, antibody characterized with exemption	NA	NA
ENCFF199FYD	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BHJ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	PAX5	DNA	NA	NA	NA	NA	NA	2011-07-18	ENCODE	NA	see document	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF735NFJ/, /files/ENCFF194IYQ/, /files/ENCFF001TDO/, /files/ENCFF906INE/	384049	ENCODE Processing Pipeline	07b55f11fdb125a63ab500f783d05d7b	NA	https://www.encodeproject.org/files/ENCFF199FYD/@@download/ENCFF199FYD.bed.gz	NA	NA	NA	released	s3://encode-public/2017/12/08/002c422a-2c65-43dc-b3db-58ee88f7dd56/ENCFF199FYD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/08/002c422a-2c65-43dc-b3db-58ee88f7dd56/ENCFF199FYD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	low read length, low read depth, borderline replicate concordance	NA	NA
ENCFF030NYG	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BMI	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	SRF	DNA	NA	NA	NA	NA	NA	2011-07-18	ENCODE	NA	see document	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF256FUR/, /files/ENCFF001TDO/, /files/ENCFF252ZSU/, /files/ENCFF694IUT/	198820	ENCODE Processing Pipeline	bc1bb5c6d32dc9c8b9ce28c46e4b77e4	NA	https://www.encodeproject.org/files/ENCFF030NYG/@@download/ENCFF030NYG.bed.gz	NA	NA	NA	released	s3://encode-public/2017/12/08/dd359365-808d-47ed-88d9-da0d1a95d333/ENCFF030NYG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/08/dd359365-808d-47ed-88d9-da0d1a95d333/ENCFF030NYG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity	NA	NA
ENCFF339KUO	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BHD	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	PAX5	DNA	NA	NA	NA	NA	NA	2011-07-18	ENCODE	NA	see document	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF565JQY/, /files/ENCFF252RWC/, /files/ENCFF915CCU/	371645	ENCODE Processing Pipeline	6e212171131e6ee7f7d1bc41c78a0c29	NA	https://www.encodeproject.org/files/ENCFF339KUO/@@download/ENCFF339KUO.bed.gz	NA	NA	NA	released	s3://encode-public/2017/12/08/4f966258-76b5-4746-a45c-7f18e4df7953/ENCFF339KUO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/08/4f966258-76b5-4746-a45c-7f18e4df7953/ENCFF339KUO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity	NA	NA
ENCFF199WGD	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BGE	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	SRF	DNA	NA	NA	NA	NA	NA	2011-07-18	ENCODE	NA	see document	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF339GTZ/, /files/ENCFF613VCR/, /files/ENCFF972PDN/	55949	ENCODE Processing Pipeline	edc30706d0e012b4c150f744cbd30f3f	NA	https://www.encodeproject.org/files/ENCFF199WGD/@@download/ENCFF199WGD.bed.gz	NA	NA	NA	released	s3://encode-public/2016/12/16/094a67ac-1b57-4ac8-8efb-7572f6bbda6f/ENCFF199WGD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/094a67ac-1b57-4ac8-8efb-7572f6bbda6f/ENCFF199WGD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	low read length, low read depth	NA	NA
ENCFF710VEH	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000DZN	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	CTCF	DNA	NA	NA	NA	NA	NA	2011-10-29	ENCODE	NA	see document	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF833GQU/, /files/ENCFF307KRD/, /files/ENCFF256QBB/	702399	ENCODE Processing Pipeline	cc13297e7415d8e276f3516031835828	NA	https://www.encodeproject.org/files/ENCFF710VEH/@@download/ENCFF710VEH.bed.gz	NA	NA	NA	released	s3://encode-public/2017/03/24/1d1042f6-0801-4a31-8cf6-58fadfa75b35/ENCFF710VEH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/24/1d1042f6-0801-4a31-8cf6-58fadfa75b35/ENCFF710VEH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity	control insufficient read depth	NA
ENCFF689AXJ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000DYV	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	MAFK	DNA	NA	NA	NA	NA	NA	2012-08-20	ENCODE	NA	see document	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF122PLB/, /files/ENCFF156VOX/, /files/ENCFF226PAC/	121444	ENCODE Processing Pipeline	b61b43061a198f6f74206eee7d7b8e4a	NA	https://www.encodeproject.org/files/ENCFF689AXJ/@@download/ENCFF689AXJ.bed.gz	NA	NA	NA	released	s3://encode-public/2016/08/23/b93771f8-b5f0-4876-b5ce-d0bf459d7888/ENCFF689AXJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/08/23/b93771f8-b5f0-4876-b5ce-d0bf459d7888/ENCFF689AXJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	low read length, improper control_type of control experiment	NA	NA
ENCFF677KJB	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BQS	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	REST	DNA	NA	NA	NA	NA	NA	2012-02-29	ENCODE	NA	see document	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF294FPR/, /files/ENCFF793WOV/, /files/ENCFF001TDO/, /files/ENCFF974PTU/	109221	ENCODE Processing Pipeline	0c909169189fe56ee39c28dcf7ff48fa	NA	https://www.encodeproject.org/files/ENCFF677KJB/@@download/ENCFF677KJB.bed.gz	NA	NA	NA	released	s3://encode-public/2017/12/08/c38c2f64-7c3b-4b30-8190-1ba18a12834d/ENCFF677KJB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/08/c38c2f64-7c3b-4b30-8190-1ba18a12834d/ENCFF677KJB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	low read length, mild to moderate bottlenecking, low read depth	NA	NA
ENCFF909FRA	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR041XML	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	SRF	DNA	NA	NA	NA	NA	NA	2018-01-26	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF172UOB/, /files/ENCFF467WTS/, /files/ENCFF500GHH/	355186	ENCODE Processing Pipeline	61fffb75b6f30e6189a0319942b70dab	NA	https://www.encodeproject.org/files/ENCFF909FRA/@@download/ENCFF909FRA.bed.gz	NA	NA	NA	released	s3://encode-public/2016/09/17/14b9053a-1612-4532-832c-96276abadd3e/ENCFF909FRA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/09/17/14b9053a-1612-4532-832c-96276abadd3e/ENCFF909FRA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, moderate library complexity	partially characterized antibody	NA
ENCFF721SDD	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000DYR	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	CUX1	DNA	NA	NA	NA	NA	NA	2012-08-20	ENCODE	NA	see document	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF253OOR/, /files/ENCFF001TDO/, /files/ENCFF452BDW/, /files/ENCFF881ZSX/	144927	ENCODE Processing Pipeline	2baa963f5a20127cf4c51d1458e74e6f	NA	https://www.encodeproject.org/files/ENCFF721SDD/@@download/ENCFF721SDD.bed.gz	NA	NA	NA	released	s3://encode-public/2017/07/20/6138a4fa-beaa-4b29-a841-13fb0c53589a/ENCFF721SDD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/07/20/6138a4fa-beaa-4b29-a841-13fb0c53589a/ENCFF721SDD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	low read length, improper control_type of control experiment, low read depth	insufficient replicate concordance	NA
ENCFF817QHW	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR332EYT	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	STAT1	DNA	NA	NA	NA	NA	NA	2014-07-07	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF073OWF/, /files/ENCFF709QKK/, /files/ENCFF001TDO/, /files/ENCFF921NFP/	189647	ENCODE Processing Pipeline	e19074d05cfeb97f1ebf25e868bd35da	NA	https://www.encodeproject.org/files/ENCFF817QHW/@@download/ENCFF817QHW.bed.gz	NA	NA	NA	released	s3://encode-public/2018/02/26/1e9f26a5-567f-4c25-9cf3-c3354ee61c39/ENCFF817QHW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/02/26/1e9f26a5-567f-4c25-9cf3-c3354ee61c39/ENCFF817QHW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, antibody characterized with exemption	NA	NA
ENCFF557HJB	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR332EYT	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	STAT1	DNA	NA	NA	NA	NA	NA	2014-07-07	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF294YGK/, /files/ENCFF019TKV/, /files/ENCFF728RVS/	157764	ENCODE Processing Pipeline	c32f3b3d81c77f87265210662d341469	NA	https://www.encodeproject.org/files/ENCFF557HJB/@@download/ENCFF557HJB.bed.gz	NA	NA	NA	archived	s3://encode-public/2017/03/06/0d569a54-3fa7-41c9-905b-d9a75b9fab31/ENCFF557HJB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/06/0d569a54-3fa7-41c9-905b-d9a75b9fab31/ENCFF557HJB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	NA	NA	mild to moderate bottlenecking, antibody characterized with exemption	NA	NA
ENCFF341HWZ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR408JQO	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	IRF3	DNA	NA	NA	NA	NA	NA	2014-07-07	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF294PGV/, /files/ENCFF942POQ/, /files/ENCFF527ONY/	94616	ENCODE Processing Pipeline	c59b54537720fe013b61c273bcdb7db5	NA	https://www.encodeproject.org/files/ENCFF341HWZ/@@download/ENCFF341HWZ.bed.gz	NA	NA	NA	released	s3://encode-public/2018/02/26/4606d28f-f403-4f5f-81fd-be3acbc99ee4/ENCFF341HWZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/02/26/4606d28f-f403-4f5f-81fd-be3acbc99ee4/ENCFF341HWZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking	NA	NA
ENCFF976ZVG	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR408JQO	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	IRF3	DNA	NA	NA	NA	NA	NA	2014-07-07	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF706IKA/, /files/ENCFF001TDO/, /files/ENCFF035PSF/, /files/ENCFF789FWH/	74711	ENCODE Processing Pipeline	b9ca3746a271c526d07bb436aa4d07b7	NA	https://www.encodeproject.org/files/ENCFF976ZVG/@@download/ENCFF976ZVG.bed.gz	NA	NA	NA	archived	s3://encode-public/2017/03/06/4bde6320-881f-489f-82b7-b059b2236c11/ENCFF976ZVG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/06/4bde6320-881f-489f-82b7-b059b2236c11/ENCFF976ZVG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	NA	NA	mild to moderate bottlenecking	NA	NA
ENCFF215YWS	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR819ATC	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	MYB	DNA	NA	NA	NA	NA	NA	2014-07-07	ENCODE	NA	NA	150-350	1, 3	1_1, 3_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF064VGD/, /files/ENCFF696VJM/, /files/ENCFF684XYC/	68608	ENCODE Processing Pipeline	8ed3e2fdd452d687250b30c3559dcba6	NA	https://www.encodeproject.org/files/ENCFF215YWS/@@download/ENCFF215YWS.bed.gz	NA	NA	NA	released	s3://encode-public/2018/02/26/387000f5-8d2b-4173-afbf-425dea516eed/ENCFF215YWS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/02/26/387000f5-8d2b-4173-afbf-425dea516eed/ENCFF215YWS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	low read length, mild to moderate bottlenecking, low read depth, borderline replicate concordance	NA	NA
ENCFF103IOJ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR819ATC	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	MYB	DNA	NA	NA	NA	NA	NA	2014-07-07	ENCODE	NA	NA	150-350	1, 3	1_1, 3_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF214BKN/, /files/ENCFF431SLO/, /files/ENCFF285WIV/	58114	ENCODE Processing Pipeline	c2b96d2f10d13460597b65d1177b6930	NA	https://www.encodeproject.org/files/ENCFF103IOJ/@@download/ENCFF103IOJ.bed.gz	NA	NA	NA	archived	s3://encode-public/2017/03/06/72bf0024-f034-4730-9e9d-8d31b8de5680/ENCFF103IOJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/06/72bf0024-f034-4730-9e9d-8d31b8de5680/ENCFF103IOJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	low read length, mild to moderate bottlenecking, low read depth, borderline replicate concordance	NA	NA
ENCFF048JKT	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BGF	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	REST	DNA	NA	NA	NA	NA	NA	2011-07-18	ENCODE	NA	see document	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF632AEM/, /files/ENCFF562ZXJ/, /files/ENCFF022KXM/	104093	ENCODE Processing Pipeline	821185bde94cd93d206c629d07774040	NA	https://www.encodeproject.org/files/ENCFF048JKT/@@download/ENCFF048JKT.bed.gz	NA	NA	NA	released	s3://encode-public/2016/12/16/b6f97914-0841-4ed3-8182-733cbcb1bf49/ENCFF048JKT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/b6f97914-0841-4ed3-8182-733cbcb1bf49/ENCFF048JKT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mixed read lengths, low read length, low read depth	insufficient read length	NA
ENCFF116EXQ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR331HPA	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	GABPA	DNA	NA	NA	NA	NA	NA	2014-06-30	ENCODE	NA	NA	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF379IZI/, /files/ENCFF636JXY/, /files/ENCFF304VXR/	145088	ENCODE Processing Pipeline	54561d7676f209c4accf47a9d8d8dbda	NA	https://www.encodeproject.org/files/ENCFF116EXQ/@@download/ENCFF116EXQ.bed.gz	NA	NA	NA	released	s3://encode-public/2016/09/06/941f1246-4faa-4a32-83bb-5235ae2331f5/ENCFF116EXQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/09/06/941f1246-4faa-4a32-83bb-5235ae2331f5/ENCFF116EXQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, antibody characterized with exemption, low read depth, inconsistent platforms	NA	NA
