"","ENCFF002CXC","ENCFF002DDJ","ENCFF004WYV","ENCFF010UHD","ENCFF019PEL","ENCFF030HWZ","ENCFF043YZF","ENCFF058NMZ","ENCFF076YZO","ENCFF083YCQ","ENCFF085HTY","ENCFF106DAY","ENCFF126BCK","ENCFF144PPR","ENCFF150VTD","ENCFF182QDI","ENCFF213EPU","ENCFF228PSB","ENCFF231TGQ","ENCFF232KAH","ENCFF237UAN","ENCFF249EZR","ENCFF255EOB","ENCFF257RYT","ENCFF272ULO","ENCFF284LRP","ENCFF300XUA","ENCFF312RFN","ENCFF315YAF","ENCFF328XKC","ENCFF337DKJ","ENCFF352HGW","ENCFF380FJL","ENCFF384YDT","ENCFF388AJH","ENCFF392MUM","ENCFF422BXE","ENCFF422NGZ","ENCFF423EMU","ENCFF426DUB","ENCFF429XKT","ENCFF465JKF","ENCFF471ZTZ","ENCFF475TQE","ENCFF482CEV","ENCFF493ABN","ENCFF495MHZ","ENCFF497XOD","ENCFF502KHR","ENCFF507MGL","ENCFF517YCC","ENCFF557DSM","ENCFF558DSF","ENCFF558JBX","ENCFF558VPP","ENCFF564WEB","ENCFF573DRR","ENCFF577UJR","ENCFF580QGA","ENCFF583CIY","ENCFF602OKQ","ENCFF613RNG","ENCFF632NQI","ENCFF638YFC","ENCFF659WAF","ENCFF664XPS","ENCFF676NPW","ENCFF696KPD","ENCFF699ZII","ENCFF710IEF","ENCFF732HOE","ENCFF738TKN","ENCFF772HOY","ENCFF784FIE","ENCFF786WZD","ENCFF799HIG","ENCFF804ABO","ENCFF809MSQ","ENCFF812QPN","ENCFF828JWK","ENCFF833FCO","ENCFF835KAT","ENCFF895QLA","ENCFF911VSD","ENCFF917COW","ENCFF929YBC","ENCFF944GZI","ENCFF948TXN","ENCFF958KNK","ENCFF968KBN","ENCFF990CFV","ENCFF992QZV","ENCFF998YJY"
"-137","0.4404928","0.5968738","0.7160514","0.554932","0.8217797","0.8635875","0.6417824","0.8698083","0.8835439","0.6778409","0.6230992","0.6290391","0.7433574","0.8038033","0.7437227","0.7578018","0.7373991","0.4106302","0.682878","0.7401062","0.5966172","0.7837098","0.6378622","0.6154315","0.3617411","0.5263831","0.8717949","0.7890514","0.7677019","0.750467","0.6107588","0.671444","0.7657395","0.6816312","0.5469327","0.7325272","0.8170632","0.739314","0.5433305","0.6506452","0.4276128","0.7497455","0.5918294","0.7017521","0.5520417","0.8064859","0.5243166","0.5057613","0.677522","0.5981422","0.5305481","0.8421255","0.5136051","0.6970305","0.6815212","0.7584738","0.770779","0.5326409","0.67022","0.6059568","0.7333313","0.5489227","0.5489901","0.8036998","0.6190737","0.610014","0.6202326","0.5796831","0.5657405","0.4228977","0.6313027","0.5812723","0.6333712","0.5391341","0.7360449","0.7525112","0.7765059","0.803374","0.4641943","0.3975246","0.8103742","0.4753247","0.6224085","0.4466468","0.8151952","0.5874583","0.6125541","0.7110011","0.479027","0.4344816","0.8675079","0.8036703","0.7311437"
"-136","0.4398198","0.5973362","0.7168382","0.5549849","0.822788","0.8641246","0.6410108","0.8696667","0.884063","0.6779803","0.623448","0.6297619","0.7437529","0.8045455","0.7453603","0.7585134","0.7381166","0.4101961","0.6826425","0.7406773","0.5977593","0.7837098","0.6387173","0.615296","0.3613099","0.5273773","0.8720634","0.7895234","0.7684924","0.7506338","0.6114495","0.6720821","0.7665276","0.6823363","0.5475581","0.7326429","0.820618","0.7401152","0.5441801","0.6521414","0.427656","0.7503817","0.5919489","0.7034393","0.5528758","0.806901","0.5248474","0.5060774","0.6778543","0.5984026","0.5319617","0.8428928","0.5142274","0.6974031","0.6822777","0.7597268","0.7709653","0.5333828","0.6707045","0.6059568","0.7339915","0.5496962","0.5496748","0.8041772","0.6201222","0.6111301","0.6211343","0.5805801","0.566334","0.4233235","0.6329375","0.5820457","0.6305335","0.5399667","0.7368864","0.7534006","0.7768812","0.8040019","0.4641202","0.3974627","0.810879","0.4764502","0.6233081","0.4469119","0.8159067","0.5875536","0.6122211","0.7124704","0.4792945","0.4345031","0.8684092","0.803957","0.7316786"
"-135","0.4405446","0.5981455","0.7174284","0.5557791","0.8230401","0.8643931","0.6419753","0.8703035","0.8851012","0.6782242","0.6242894","0.6302721","0.7443641","0.8057978","0.7475437","0.7589615","0.7391031","0.4100133","0.6838201","0.7409946","0.5976505","0.7830253","0.6395249","0.6163799","0.360771","0.5272708","0.8722647","0.7890514","0.7692829","0.7512342","0.6124333","0.6727201","0.7668521","0.6830415","0.5471033","0.7332215","0.8197976","0.7411333","0.5443925","0.6528895","0.4279796","0.7511134","0.5932629","0.704218","0.553258","0.8075237","0.5258094","0.5065372","0.6779967","0.5997048","0.5316476","0.8438519","0.5157487","0.6982343","0.6838594","0.7604473","0.7715244","0.537092","0.6701231","0.6067475","0.7350717","0.5508849","0.5506333","0.8048933","0.6201222","0.6123082","0.6220359","0.5814023","0.5673591","0.4234654","0.6345724","0.5831883","0.6322361","0.540383","0.7377279","0.7545778","0.7766936","0.8047389","0.4647506","0.3971378","0.8123935","0.4775758","0.6241464","0.4475086","0.8168347","0.5882213","0.6112221","0.7134241","0.479445","0.4346321","0.8684092","0.8045878","0.7316786"
"-134","0.441114","0.5991629","0.718248","0.5563615","0.8235442","0.8649302","0.6421682","0.8708696","0.8854473","0.6792348","0.6251719","0.6309099","0.7448316","0.8065863","0.7483624","0.7594096","0.7395516","0.4101732","0.6839378","0.7413118","0.5986839","0.7850787","0.6405701","0.6161089","0.3600379","0.5272353","0.8728688","0.7904672","0.7704122","0.752068","0.6136473","0.6728674","0.7673157","0.682924","0.5473876","0.7338579","0.820618","0.7420512","0.5465166","0.6547597","0.4282385","0.7516542","0.5938004","0.7052563","0.5542659","0.8076793","0.5264729","0.5070544","0.6776169","0.599184","0.5332182","0.8451947","0.5161982","0.6983203","0.6850973","0.7615438","0.7739471","0.5400593","0.6708014","0.6080654","0.7352818","0.5519414","0.5515919","0.8056393","0.6204869","0.6131763","0.6232982","0.5824488","0.5670893","0.4234891","0.6348305","0.5838739","0.6322361","0.5399667","0.7385694","0.7554934","0.7789454","0.8053122","0.4654552","0.3967046","0.8134663","0.4781818","0.6253936","0.4480168","0.8184434","0.5885074","0.6122211","0.7144293","0.4801638","0.4355352","0.8684092","0.8048172","0.7319996"
"-133","0.4425118","0.6000416","0.7189692","0.5569969","0.8232922","0.8654672","0.6421682","0.8715064","0.886053","0.6804196","0.6257875","0.631165","0.745299","0.8075603","0.7459061","0.7605957","0.7402691","0.4099904","0.6838201","0.7415022","0.5999347","0.7862765","0.6415677","0.6171928","0.3600595","0.5292238","0.8730702","0.7904672","0.7706381","0.7522682","0.6148823","0.672622","0.7675475","0.6824539","0.5475013","0.7344943","0.8203445","0.7433197","0.547791","0.6556948","0.428217","0.7520677","0.5942185","0.7074627","0.5554822","0.8085614","0.5275345","0.5073992","0.6778068","0.5992708","0.5346317","0.8453865","0.5168205","0.698435","0.6863352","0.7627028","0.7745061","0.5422849","0.67022","0.6075382","0.7360619","0.5532055","0.5527559","0.8058183","0.6205325","0.6146334","0.6239293","0.583271","0.5675749","0.4234891","0.6362072","0.5846297","0.6339387","0.5395504","0.7396914","0.7563304","0.7793207","0.8059673","0.4666419","0.3961167","0.8140973","0.478355","0.6264363","0.4479726","0.8192786","0.5886981","0.6123876","0.715615","0.4803812","0.4355567","0.8693105","0.8051039","0.7316786"
"-132","0.4418906","0.6005041","0.7193627","0.5579499","0.8235442","0.8665414","0.6429398","0.8715064","0.886399","0.6802453","0.6267315","0.6306122","0.746018","0.808859","0.7467249","0.761281","0.741704","0.409899","0.6845266","0.7415657","0.6008049","0.786961","0.6418527","0.6178702","0.3600811","0.5295078","0.8730031","0.7923549","0.7714286","0.7536358","0.6160544","0.6722784","0.7682893","0.6826889","0.548013","0.7357093","0.8200711","0.744438","0.5475786","0.6568169","0.4281738","0.7531811","0.5942185","0.7082414","0.5566638","0.80921","0.5274682","0.5076291","0.678234","0.5987499","0.5366735","0.8451947","0.5179615","0.6991229","0.6875731","0.7641439","0.7754379","0.5408012","0.6704138","0.6083289","0.7370221","0.5537527","0.5538514","0.806236","0.6212619","0.6148814","0.6249211","0.5852893","0.5684381","0.4238202","0.6375839","0.5856492","0.6322361","0.5395504","0.7402525","0.757403","0.779696","0.8067043","0.4672724","0.395637","0.8152963","0.4793074","0.626743","0.4487902","0.8197736","0.5896042","0.6130536","0.716646","0.4806152","0.4355997","0.8684092","0.8052186","0.7323205"
"-131","0.4422012","0.6015446","0.7198217","0.5584264","0.8240484","0.8681525","0.6446759","0.8724262","0.8873508","0.6802802","0.6276755","0.631165","0.7464855","0.8099258","0.746452","0.7620717","0.742571","0.4096476","0.6849976","0.7416926","0.6010225","0.7867899","0.6425653","0.6189541","0.3599733","0.5303246","0.8743455","0.7942426","0.7727837","0.7544363","0.6169545","0.6724256","0.768892","0.683159","0.5479561","0.7357093","0.8214383","0.7457231","0.5492778","0.657565","0.4281738","0.75404","0.5943977","0.7100584","0.5581234","0.8097548","0.5288283","0.5075429","0.6789936","0.5984895","0.5371447","0.8465375","0.5188604","0.6999541","0.6887422","0.7654596","0.7763697","0.541543","0.6703169","0.6070111","0.7379223","0.5544508","0.5551523","0.8069819","0.6218089","0.6155945","0.6256424","0.5855883","0.5690855","0.424317","0.6399071","0.5863172","0.6333712","0.5412157","0.7391304","0.7583185","0.7800713","0.8072776","0.4677545","0.395374","0.8166214","0.4806926","0.6276017","0.4497404","0.8202376","0.5900334","0.6127206","0.717806","0.4814177","0.4362233","0.8684092","0.8059355","0.7327485"
"-130","0.4432883","0.6026314","0.7204446","0.5586382","0.8253088","0.8694952","0.6440972","0.8731338","0.888216","0.6814301","0.6291531","0.6313776","0.7465214","0.809833","0.7478166","0.7629678","0.7432885","0.4098304","0.6857042","0.7418618","0.6014576","0.7878166","0.6438005","0.6195637","0.3598224","0.5312478","0.8745469","0.7937706","0.7732355","0.7554703","0.618022","0.6722293","0.7694947","0.6842167","0.5485246","0.7356515","0.8211649","0.7466411","0.5509771","0.6583131","0.428519","0.7549943","0.5951144","0.7109669","0.5590617","0.810611","0.5290605","0.5080314","0.6799905","0.5970136","0.5387153","0.8474966","0.5201051","0.7004127","0.6896362","0.7665247","0.7769288","0.5408012","0.6703169","0.6070111","0.7390926","0.5558092","0.5562479","0.8074892","0.6220824","0.6164936","0.6260932","0.5866348","0.5699487","0.4247664","0.6418861","0.5870203","0.6333712","0.5412157","0.7382889","0.7596526","0.7804466","0.8081511","0.4689041","0.3946623","0.8172525","0.4804329","0.6289102","0.4502928","0.820516","0.5896996","0.6128871","0.7187854","0.4815515","0.4365458","0.8688598","0.8062222","0.7324275"
"-129","0.4432883","0.6033482","0.7212642","0.5600678","0.8265692","0.8700322","0.6452546","0.873063","0.8887351","0.6815695","0.6299739","0.6321854","0.7471686","0.8101113","0.7497271","0.7633632","0.7441854","0.4096933","0.6857042","0.7419252","0.6021102","0.7881588","0.6447506","0.6205121","0.3591109","0.532029","0.8746812","0.791411","0.7741389","0.7558706","0.6190476","0.6722293","0.7702364","0.6835116","0.5482972","0.736635","0.8219852","0.7479262","0.5511895","0.6594352","0.4289937","0.7557577","0.5944574","0.7112265","0.559722","0.8113374","0.5300889","0.5082038","0.6806551","0.5971004","0.5390294","0.8480721","0.52052","0.7008714","0.6910116","0.7677151","0.7769288","0.5408012","0.6700262","0.6072746","0.7402329","0.5569978","0.5583704","0.8080263","0.6229942","0.6172686","0.6266342","0.5873823","0.5710278","0.4247664","0.6430907","0.5876004","0.6345062","0.5374688","0.7394109","0.760542","0.7804466","0.8089155","0.4694975","0.3944612","0.8183252","0.4815584","0.6302188","0.4502707","0.8212275","0.5897949","0.6130536","0.7200742","0.4821533","0.4374059","0.8688598","0.806767","0.7329624"
"-128","0.444479","0.6038107","0.7219199","0.5602266","0.8270734","0.8711063","0.6462191","0.8732046","0.8889081","0.6815695","0.6306922","0.6326531","0.7474562","0.8112709","0.7489083","0.7638113","0.7449327","0.4098304","0.6865285","0.7418829","0.602654","0.7888433","0.6455582","0.6207831","0.3595205","0.5325971","0.875688","0.791411","0.7750423","0.756471","0.6201779","0.672622","0.7706073","0.6837466","0.5477855","0.7375029","0.8236259","0.7490278","0.5522515","0.6607443","0.4288642","0.7564258","0.5948157","0.7126541","0.5612511","0.8114412","0.531051","0.5086923","0.6806551","0.5971873","0.5399717","0.8490313","0.5212461","0.7014733","0.6912867","0.7685922","0.7771152","0.5408012","0.6705107","0.6070111","0.741103","0.5580733","0.5591921","0.8082351","0.6237691","0.6181677","0.6272654","0.588055","0.5715673","0.4251212","0.6449837","0.5889539","0.6350738","0.5370525","0.7388499","0.7617715","0.7806343","0.8097071","0.4708696","0.3946159","0.8190194","0.4821645","0.6302801","0.4507789","0.821939","0.5899857","0.6137196","0.7210795","0.4829056","0.4374274","0.8706625","0.8069677","0.7331764"
"-127","0.4452555","0.60462","0.7220182","0.5610738","0.8288379","0.8716434","0.646412","0.8743367","0.8892542","0.6817786","0.631472","0.6332483","0.7480315","0.8121058","0.7483624","0.7640221","0.7464574","0.4098076","0.687235","0.7422425","0.602654","0.7902122","0.6461758","0.6207831","0.3591325","0.5337689","0.8760908","0.7904672","0.7758329","0.7572715","0.6215594","0.6726711","0.7707","0.6849218","0.547615","0.7373293","0.8247197","0.7497789","0.5537383","0.6624275","0.4289721","0.7575073","0.5956519","0.7140818","0.5625717","0.811986","0.5317144","0.5094681","0.6814621","0.5973609","0.5416994","0.8492231","0.5218684","0.7024478","0.692112","0.7691561","0.7778606","0.5445104","0.67022","0.6056932","0.7418832","0.559243","0.5600822","0.808802","0.6245897","0.6197489","0.6273555","0.5894753","0.5723766","0.425476","0.6469627","0.5897801","0.6339387","0.5387177","0.7382889","0.7630009","0.7815725","0.8102531","0.4714259","0.3944767","0.8199028","0.4828571","0.631466","0.4513534","0.8229289","0.5913209","0.6150516","0.7219301","0.4835409","0.4375564","0.8706625","0.8077706","0.7338183"
"-126","0.4458767","0.6055218","0.7224444","0.5616032","0.8278296","0.872449","0.6471836","0.8743367","0.8898598","0.6819528","0.6317593","0.633716","0.7486427","0.812987","0.7491812","0.7644702","0.746846","0.409899","0.6884126","0.7422425","0.6035786","0.7926078","0.6472209","0.6217315","0.3580114","0.5347632","0.8762921","0.7928268","0.7767363","0.7582722","0.6230665","0.6729165","0.7712564","0.6865672","0.5473307","0.7376765","0.8252666","0.7510807","0.5541631","0.6629886","0.4284327","0.7585889","0.5959505","0.7149903","0.5638575","0.8128421","0.532776","0.5094106","0.6814147","0.5970136","0.5420135","0.8490313","0.5226636","0.7028205","0.6935562","0.7701898","0.778047","0.5430267","0.6707045","0.6051661","0.7427234","0.5604883","0.560356","0.8093391","0.6252735","0.6205239","0.6283473","0.5912692","0.5728622","0.4258782","0.6483394","0.5904481","0.6333712","0.5374688","0.7385694","0.7641519","0.7821355","0.8111266","0.4720193","0.3942601","0.8208494","0.4841558","0.6323656","0.4516407","0.8236095","0.5915117","0.6160506","0.7224972","0.4837415","0.4380295","0.8711131","0.8084875","0.7343533"
"-125","0.447378","0.6065392","0.7229362","0.5619738","0.8300983","0.8711063","0.648341","0.875398","0.8906385","0.6825104","0.6326007","0.6340561","0.7490382","0.8140538","0.7494541","0.7648129","0.7476233","0.4102189","0.6886481","0.7427925","0.6048839","0.7932923","0.648171","0.6217315","0.3578605","0.5359705","0.8773661","0.7942426","0.7767363","0.7593396","0.6245735","0.6728674","0.7720445","0.6859796","0.5477287","0.7384865","0.8255401","0.7520988","0.5537383","0.6650458","0.4283896","0.7597341","0.5966075","0.7178456","0.5650391","0.8134388","0.5340035","0.5095543","0.6812723","0.5969268","0.5420135","0.8499904","0.5235971","0.7026485","0.6937625","0.7710356","0.7776742","0.5452522","0.6705107","0.6043753","0.7439237","0.561526","0.5614516","0.8099955","0.6257294","0.621454","0.6288883","0.5926895","0.574103","0.4259018","0.649544","0.5912742","0.6328036","0.5370525","0.7382889","0.7653029","0.7823231","0.8120274","0.4730577","0.3936567","0.8223639","0.4858009","0.6338377","0.4522152","0.8248778","0.5914163","0.6172161","0.7243788","0.4839589","0.4384165","0.8724651","0.8093763","0.7353161"
"-124","0.4479992","0.6076953","0.7229034","0.5617621","0.8313587","0.8716434","0.6491127","0.8761763","0.8913307","0.6829982","0.633791","0.6346939","0.7495056","0.8145176","0.7505459","0.7651819","0.7483408","0.4104017","0.6888837","0.7430251","0.6052646","0.794319","0.6488836","0.6228831","0.3577311","0.5374973","0.8777017","0.7928268","0.7778656","0.7606071","0.6259341","0.6740454","0.7726472","0.6863321","0.5485815","0.7384865","0.8238994","0.7529166","0.5554376","0.666542","0.429231","0.7606884","0.5962492","0.7184945","0.5661164","0.8144766","0.5351645","0.5097267","0.6819843","0.5967532","0.5431129","0.8509495","0.5249801","0.7031357","0.6958944","0.7723827","0.7778606","0.5452522","0.6708983","0.6043753","0.7447939","0.5622241","0.56152","0.81101","0.6266867","0.6225391","0.6291588","0.593437","0.5758295","0.4259965","0.6514369","0.5922235","0.6333712","0.5378851","0.7377279","0.7660354","0.7825108","0.8124096","0.4738735","0.3930842","0.8228687","0.4860606","0.6347782","0.4527676","0.8258059","0.5925131","0.6168831","0.7258996","0.4842264","0.437965","0.8742677","0.8101505","0.7349952"
"-123","0.4485686","0.6086665","0.7233952","0.5623974","0.832367","0.872449","0.6494985","0.8764594","0.8918498","0.6834861","0.6344066","0.6351616","0.7502966","0.8152597","0.75","0.7659462","0.7495067","0.4104474","0.6905323","0.7431098","0.6051014","0.7950034","0.6501188","0.6233573","0.3572353","0.5398409","0.8775675","0.7928268","0.7782044","0.7612742","0.6269388","0.6745853","0.7734817","0.6879774","0.5480698","0.73947","0.8252666","0.7539848","0.5558624","0.6676641","0.4291879","0.7615473","0.5961297","0.7201817","0.5677845","0.815203","0.5355626","0.510675","0.6819369","0.59684","0.5456259","0.851525","0.5265014","0.7034797","0.6980263","0.7735104","0.7795378","0.5482196","0.6711891","0.6035846","0.7458741","0.5635825","0.5628894","0.8118156","0.6278264","0.6239033","0.630962","0.594932","0.5762072","0.4260201","0.6528997","0.5935418","0.6339387","0.5395504","0.7399719","0.7675526","0.7841997","0.8129828","0.4743927","0.3929759","0.8233104","0.4872727","0.6355551","0.4531433","0.8270432","0.5936099","0.6165501","0.7272399","0.4847948","0.438051","0.8756196","0.8106953","0.7351022"
"-122","0.4493451","0.6098458","0.7239197","0.562768","0.8331233","0.8732546","0.6500772","0.8772377","0.892542","0.6834512","0.6348376","0.6354592","0.7505124","0.8160482","0.7510917","0.767554","0.750284","0.4104017","0.6914743","0.7432367","0.6062979","0.7948323","0.6514964","0.6242379","0.356761","0.5409417","0.8785072","0.7932987","0.7783173","0.7626084","0.6279644","0.6754687","0.7738062","0.6896228","0.5481835","0.7400486","0.8249932","0.7552533","0.5560748","0.6699084","0.4295978","0.7621199","0.5958311","0.7209604","0.5686186","0.8158775","0.5364915","0.5112209","0.6821742","0.59684","0.5460971","0.8517169","0.5271929","0.7043109","0.6991954","0.7745442","0.780656","0.5489614","0.6711891","0.6030575","0.7462942","0.5650353","0.5642588","0.8124124","0.627097","0.6245233","0.6310522","0.5963522","0.5770165","0.4261857","0.6547066","0.594368","0.6328036","0.5399667","0.741094","0.7689652","0.7857009","0.8138837","0.4750232","0.3925118","0.823689","0.4883983","0.6366387","0.4537178","0.8279094","0.5942299","0.6167166","0.7279359","0.4851124","0.4377715","0.8769716","0.8108674","0.7354231"
"-121","0.4503805","0.6108632","0.7240181","0.5639329","0.8361482","0.8735231","0.6494985","0.877733","0.8934072","0.6839042","0.6360483","0.6358418","0.7513393","0.8166512","0.7524563","0.7681339","0.7514798","0.4107673","0.6921809","0.7435963","0.6076576","0.795859","0.6525891","0.6247798","0.3566747","0.542007","0.8791113","0.7942426","0.7785432","0.7634089","0.6288645","0.675616","0.7744553","0.6902104","0.5482404","0.740685","0.8255401","0.7564717","0.5560748","0.6693473","0.4303098","0.7630742","0.5972048","0.7223881","0.5699739","0.8160592","0.5376526","0.5112209","0.6822217","0.5976213","0.5476677","0.8530597","0.5282993","0.7050848","0.7013273","0.7758286","0.7808423","0.5497033","0.6708014","0.6025303","0.7480346","0.5662994","0.5657651","0.8122632","0.6276896","0.6253914","0.630962","0.5972492","0.577556","0.4265642","0.6568577","0.595493","0.6328036","0.5391341","0.742777","0.7701685","0.7853256","0.8142385","0.4750232","0.3926201","0.8250773","0.4892641","0.6374566","0.4540935","0.8288375","0.5951359","0.6182151","0.728838","0.4852462","0.4378145","0.8769716","0.8111541","0.7354231"
"-120","0.451157","0.6114181","0.7245099","0.5649388","0.8374086","0.8751343","0.650463","0.878582","0.8943589","0.6838345","0.6367666","0.6365646","0.7513033","0.8172542","0.7521834","0.76903","0.7529447","0.4110872","0.6928874","0.7438712","0.60744","0.797399","0.6536817","0.6251863","0.3560495","0.5437824","0.8797154","0.7947145","0.778882","0.7641428","0.6298273","0.6765485","0.7746407","0.6903279","0.5483541","0.7405693","0.8269073","0.7577735","0.5545879","0.6700954","0.4307413","0.7638694","0.5981007","0.723037","0.5719201","0.8163186","0.5393113","0.5117094","0.6831711","0.5980554","0.5501806","0.8547861","0.529544","0.7046836","0.7024964","0.776925","0.7828923","0.5511869","0.6714798","0.6027939","0.7496549","0.5676767","0.5677508","0.8131583","0.6280088","0.6259495","0.6308719","0.5986695","0.5790666","0.4265169","0.6588367","0.5964422","0.6328036","0.5428809","0.7424965","0.7715287","0.7866391","0.8147845","0.4756907","0.3922797","0.8260239","0.4905628","0.6381517","0.4546459","0.8296108","0.5959466","0.6190476","0.7300495","0.4859985","0.4382875","0.8778729","0.8116129","0.7352092"
"-119","0.4520888","0.6124355","0.7249689","0.5655742","0.8376607","0.8762084","0.6514275","0.8793604","0.8949645","0.6848103","0.6379774","0.6371599","0.7520584","0.817718","0.753548","0.7697681","0.7536921","0.4113615","0.6927697","0.7441462","0.6086365","0.7980835","0.6547268","0.625525","0.3559417","0.5449187","0.8799839","0.7966022","0.7798984","0.7652101","0.6315856","0.6766467","0.7758924","0.6899753","0.5485246","0.7405115","0.8280011","0.758825","0.55565","0.6714045","0.431216","0.7644739","0.5981604","0.7243348","0.5734839","0.816578","0.5399416","0.5121692","0.6837408","0.5979686","0.5520653","0.8557453","0.5304083","0.7053428","0.703803","0.7778021","0.7812151","0.5519288","0.6717705","0.6025303","0.750165","0.5689408","0.5689832","0.8138744","0.6295587","0.6272206","0.6314129","0.5994917","0.5805773","0.4261384","0.6604715","0.5972508","0.6322361","0.5407993","0.743338","0.772889","0.7864515","0.8154669","0.4766178","0.3920167","0.8270966","0.4910823","0.6391944","0.455353","0.8300749","0.5972818","0.6188811","0.7317507","0.4865502","0.438051","0.8778729","0.8122437","0.7349952"
"-118","0.4516229","0.6128055","0.725854","0.565786","0.8399294","0.877014","0.6518133","0.8801387","0.8960893","0.6851936","0.6392292","0.6380527","0.7524179","0.8179499","0.7543668","0.7707169","0.7545291","0.4113386","0.6939472","0.7445904","0.6087997","0.7982546","0.656342","0.6260669","0.3559201","0.5453803","0.8805209","0.7980179","0.7813665","0.7661775","0.6325275","0.6774811","0.7764951","0.6913856","0.5479561","0.7410322","0.8299152","0.7598431","0.5558624","0.6714045","0.4315612","0.7655554","0.5986382","0.7253731","0.5749783","0.8169672","0.5408041","0.5122554","0.6840256","0.5998785","0.5530077","0.8567044","0.5312035","0.7056294","0.7054535","0.778554","0.7836377","0.5534125","0.6725458","0.6027939","0.7507352","0.5701106","0.5701472","0.8148889","0.6309263","0.6286157","0.6317735","0.6001644","0.5814945","0.4265169","0.6621924","0.5979363","0.6339387","0.5399667","0.7453015","0.7741446","0.7885157","0.8162859","0.4765437","0.3921095","0.8277907","0.4912554","0.6404007","0.4557728","0.8308173","0.5978541","0.6195471","0.7331426","0.4866004","0.438223","0.875169","0.8127885","0.7346742"
"-117","0.4519335","0.6137073","0.7266737","0.5659978","0.8401815","0.8772825","0.6533565","0.880634","0.897041","0.6858208","0.6402553","0.6385629","0.7530292","0.8188776","0.7554585","0.7716921","0.7551868","0.4117042","0.6951248","0.7450769","0.6090172","0.8001369","0.6578622","0.6264056","0.3557046","0.5469072","0.8809236","0.7989618","0.7822699","0.7673115","0.6342857","0.6778738","0.7770978","0.6936185","0.548013","0.7406272","0.8318294","0.7604607","0.5558624","0.6734618","0.4316907","0.7672732","0.5988771","0.7261518","0.5761599","0.8171488","0.5412022","0.5123416","0.6848327","0.6001389","0.5531648","0.8580472","0.5322408","0.706518","0.7084795","0.7797757","0.7847559","0.5534125","0.6730303","0.6022667","0.7516054","0.5710728","0.5722698","0.815038","0.6308352","0.6296078","0.6319538","0.6008372","0.5821419","0.4267534","0.6639993","0.5987625","0.6333712","0.5370525","0.745021","0.7754002","0.7894539","0.8169137","0.4763582","0.3920167","0.8289897","0.4922078","0.6417502","0.4558833","0.8319","0.5988555","0.6200466","0.7347407","0.4870685","0.438223","0.8756196","0.8128746","0.7344603"
"-116","0.4530207","0.6146785","0.727231","0.5665272","0.8409377","0.8783566","0.6541281","0.8810585","0.8973006","0.6865526","0.6413429","0.6384354","0.7534247","0.819898","0.7565502","0.7721402","0.7558445","0.4115443","0.6955959","0.7454576","0.6092348","0.8006502","0.6585273","0.6259992","0.3558555","0.5479014","0.8815948","0.7994337","0.7833992","0.768012","0.635416","0.6785609","0.778025","0.6945587","0.5482404","0.7411479","0.831009","0.761412","0.5564996","0.6738358","0.4319928","0.7683548","0.5983396","0.7271901","0.5777585","0.8175379","0.542297","0.512514","0.685165","0.6011807","0.5553636","0.8584308","0.533278","0.7068333","0.7102675","0.7811541","0.7853149","0.5578635","0.6724489","0.6025303","0.7522055","0.5726199","0.5737761","0.8157541","0.6313366","0.631468","0.6322243","0.6016594","0.583113","0.4274157","0.6646877","0.6000633","0.6328036","0.5370525","0.74446","0.7763943","0.7896416","0.8170775","0.4766549","0.3924035","0.8304411","0.4928139","0.642568","0.4563032","0.8329209","0.5993324","0.6205461","0.7360037","0.4878041","0.4384811","0.8760703","0.8130753","0.7347812"
"-115","0.453383","0.6153259","0.7274277","0.5666331","0.8419461","0.8778195","0.6556713","0.8816953","0.8979927","0.6862041","0.6425948","0.6389031","0.7542157","0.8207792","0.7581878","0.7732209","0.756562","0.4111558","0.6965379","0.7462191","0.6087453","0.801848","0.6591449","0.6267443","0.3557261","0.5491087","0.8817962","0.8008495","0.7840768","0.7694797","0.6364626","0.6791008","0.7789059","0.6956164","0.5475013","0.7410322","0.831009","0.76233","0.557774","0.6745839","0.4322732","0.7688637","0.5995341","0.7271901","0.5788705","0.8181606","0.5433585","0.5125427","0.6852599","0.6017015","0.556306","0.8590063","0.5336583","0.7075499","0.7123307","0.7822192","0.7866195","0.5586053","0.6726427","0.6025303","0.7530457","0.5739972","0.5749401","0.816142","0.6324307","0.6322431","0.6337571","0.6031544","0.583167","0.4273211","0.6668388","0.6009949","0.6328036","0.5358035","0.7453015","0.7774406","0.7907675","0.8177599","0.4776562","0.3921095","0.8312614","0.4941991","0.6436312","0.4568556","0.8340036","0.6003338","0.6218781","0.7368028","0.4881384","0.438352","0.876521","0.8134194","0.7348882"
